"S7_ID","C7DESMTH","C7R4MSCL","C6R4MSCL","P6EXPECT","GENDER","RACE","WKSESL","WKPOV_R","WKMOMED","P7HFAMIL","S7PUPRI","R7REGION","R7URBAN"
"C407",0,153.7,142.37,"4y college",0,"WHITE",0.94,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"C407",1,167.94,145.87,"4y college",1,"WHITE",0.1,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"C407",0,125.5,102.95,"less than",0,"WHITE",-0.14,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"C407",0,146.2,146.78,"4y college",0,"WHITE",-0.5,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"C407",1,168.14,159.51,"4y college",1,"WHITE",0.64,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"C416",1,168.23,153.96,"more than",0,"WHITE",-0.25,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"C407",0,158.61,145.77,"4y college",0,"WHITE",0.1,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"C416",0,155.17,139.17,"4y college",1,"HISPANIC",-0.38,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"C416",0,163.34,158.91,"more than",1,"BLACK",-0.97,"BELOW POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"C416",0,135.73,124.82,"more than",0,"HISPANIC",-0.48,"AT OR ABOVE POVERTY THRESHOLD","less than high school","one parent","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"C416",0,151.57,136.01,"more than",0,"HISPANIC",1.91,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"C416",0,147.23,144.2,"more than",1,"WHITE",1.21,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"C416",1,163.91,159.96,"more than",1,"WHITE",1.16,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"C416",0,165.9,140.59,"more than",1,"Other",-0.54,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"C416",1,151.13,142.43,"more than",0,"WHITE",0.04,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"C416",0,157.46,150,"4y college",0,"WHITE",1.04,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"C407",0,162.42,131.5,"more than",1,"WHITE",0.79,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"C407",1,152.94,150.58,"less than",1,"WHITE",-0.58,"AT OR ABOVE POVERTY THRESHOLD","less than high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"C416",0,168.44,151.87,"4y college",0,"WHITE",-0.14,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"C407",0,159.74,143.12,"4y college",1,"WHITE",1.02,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"C407",0,157.22,133.68,"more than",1,"WHITE",0.84,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"C426",0,132.96,128.1,"4y college",0,"HISPANIC",-0.48,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C426",1,144.74,130.94,"4y college",0,"WHITE",0.87,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C426",1,108.16,91.09,"4y college",1,"WHITE",-0.4,"AT OR ABOVE POVERTY THRESHOLD","high school","one parent","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C426",0,114.84,125.01,"4y college",1,"WHITE",0.57,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C426",0,152.43,127.08,"less than",0,"WHITE",-0.5,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C426",1,129.19,122.86,"less than",0,"WHITE",-0.41,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C426",0,149.26,143.23,"more than",1,"WHITE",-0.36,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C426",0,147.4,140.74,"4y college",0,"WHITE",-0.49,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C426",0,91.95,113.92,"less than",1,"WHITE",0.08,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C426",0,121.02,99.49,"4y college",0,"WHITE",-0.62,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C426",0,137.69,141.49,"4y college",0,"HISPANIC",0.7,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C426",0,163.47,148.02,"more than",1,"WHITE",-0.26,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C426",1,124.78,125.89,"4y college",0,"WHITE",0.07,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C426",0,107.36,79.2,"less than",1,"HISPANIC",-0.14,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C426",0,127.08,89.11,"4y college",0,"HISPANIC",-4.18,"BELOW POVERTY THRESHOLD","less than high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C426",0,116.63,73.95,"4y college",0,"HISPANIC",-1.16,"BELOW POVERTY THRESHOLD","less than high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C426",0,153.02,129.94,"4y college",0,"WHITE",-0.48,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C426",1,168.83,154.33,"4y college",1,"WHITE",1.91,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C426",1,170.32,150.29,"4y college",1,"WHITE",0.58,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C426",0,157.19,159.7,"4y college",1,"WHITE",0.87,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C426",0,164.3,137.15,"4y college",0,"WHITE",0.18,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C426",0,152.46,140.96,"4y college",1,"WHITE",1.2,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C426",1,118.51,114.88,"4y college",0,"WHITE",1.28,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C426",1,160.4,149.36,"4y college",0,"WHITE",0.59,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C432",1,152.75,121.63,"less than",0,"WHITE",-0.35,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"C432",0,156.98,126.14,"less than",0,"WHITE",0.09,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"C432",1,164.04,147.03,"more than",0,"WHITE",0.43,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"C432",0,140.16,142.96,"4y college",0,"WHITE",0.52,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"C432",1,151.03,139.86,"4y college",1,"WHITE",-0.3,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"C432",1,166.14,155.84,"more than",1,"WHITE",0.9,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"C432",1,153.33,141.35,"4y college",1,"WHITE",0.87,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"C432",1,161.84,141.3,"4y college",1,"WHITE",1.85,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"C432",1,162.63,146.23,"4y college",1,"WHITE",-0.55,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"C432",1,155.62,120.31,"4y college",1,"WHITE",0.1,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"C442",1,145.22,121.47,"4y college",1,"WHITE",-0.03,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C442",0,129.91,103.31,"more than",0,"WHITE",0.24,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C442",0,144.38,127.75,"less than",0,"WHITE",-0.37,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C442",0,165.57,156.87,"4y college",1,"WHITE",0.22,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C442",0,162.98,136.16,"less than",0,"WHITE",-0.23,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C442",1,130.59,136.82,"4y college",1,"WHITE",0.37,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C442",0,127.25,104.48,"4y college",0,"WHITE",0.19,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C442",0,132.75,122.01,"less than",1,"WHITE",-0.2,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C442",0,136.95,119.02,"less than",0,"WHITE",0.08,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C442",1,126,133.64,"4y college",0,"WHITE",-0.17,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C442",0,120.37,123.34,"less than",0,"WHITE",0.12,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C413",0,146.83,134.5,"less than",0,"WHITE",-0.05,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C442",0,143.22,140.16,"less than",0,"WHITE",-0.25,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0376",0,156.01,106.99,"4y college",0,"WHITE",-0.54,"AT OR ABOVE POVERTY THRESHOLD","less than high school","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"0376",1,168.61,150.63,"4y college",1,"WHITE",0.26,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"0376",1,160.05,135.69,"4y college",0,"WHITE",0.45,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"0376",0,136.46,110.2,"less than",1,"WHITE",0.85,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"0376",0,163.86,129.68,"4y college",0,"WHITE",0.32,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"0376",0,152.16,133.52,"less than",1,"WHITE",0.34,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"0376",0,161.08,140.06,"4y college",1,"WHITE",-0.12,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"0376",0,157.46,121.48,"4y college",0,"WHITE",-0.29,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"0376",1,163.47,152.96,"4y college",1,"WHITE",0.5,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"0376",1,165.74,132.89,"4y college",0,"WHITE",1.15,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"0376",1,163.18,157.6,"4y college",1,"WHITE",1.58,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"0376",0,169.15,144.68,"4y college",0,"WHITE",1.2,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"0376",0,160.12,155.38,"less than",1,"WHITE",-0.39,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"0376",1,166.16,65.3,"4y college",0,"WHITE",-0.53,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"0376",1,161.88,160.65,"4y college",1,"WHITE",0.24,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"0376",0,161.47,152.14,"less than",1,"WHITE",-4.18,"BELOW POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","SMALL TOWN AND RURAL"
"C409",1,170,161.07,"4y college",1,"WHITE",0.74,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C411",0,155.84,123.59,"4y college",1,"WHITE",0.47,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C411",1,168.26,153.6,"4y college",1,"WHITE",1.28,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C411",0,161.69,151.95,"less than",1,"WHITE",-0.33,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C411",0,166.53,144.49,"more than",1,"WHITE",0.45,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C411",0,166.45,130.44,"4y college",1,"WHITE",0.95,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C411",1,170.22,160.43,"more than",0,"WHITE",1.03,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C411",0,166.4,128.85,"less than",1,"WHITE",0.1,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C411",0,161.6,151.11,"4y college",0,"Other",1.57,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C411",0,155.82,142.07,"4y college",1,"WHITE",-0.54,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C411",0,160.02,121.49,"4y college",0,"ASIAN",1.18,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C411",1,169.94,162.25,"4y college",1,"WHITE",0.29,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C411",0,170.32,144.9,"4y college",0,"WHITE",0.57,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C411",0,162.7,144.31,"less than",1,"WHITE",-0.4,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C411",0,160.54,124.19,"4y college",1,"WHITE",1.33,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C411",0,156.46,129.1,"less than",0,"WHITE",-0.2,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C411",0,162.34,141.55,"less than",1,"WHITE",0.37,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C411",1,170.51,163.51,"4y college",0,"WHITE",0.69,"BELOW POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C411",1,170.32,165.85,"less than",1,"WHITE",-0.47,"AT OR ABOVE POVERTY THRESHOLD","high school","one parent","PRIVATE","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C413",1,130.22,110.86,"4y college",0,"WHITE",0.16,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C413",1,171.29,152.96,"more than",1,"WHITE",1.43,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C413",1,169.64,150.14,"4y college",1,"WHITE",1.64,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C413",0,155.28,144.33,"4y college",0,"WHITE",-0.3,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C413",0,148.44,123.03,"more than",1,"HISPANIC",-1.14,"AT OR ABOVE POVERTY THRESHOLD","less than high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C413",0,113.29,86.23,"less than",0,"WHITE",-0.7,"BELOW POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C413",0,142.9,122.05,"less than",0,"WHITE",-0.38,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C413",1,168.11,143.74,"less than",1,"WHITE",-0.55,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C413",0,161.29,143.37,"less than",0,"WHITE",-0.06,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C713",1,167.19,162.36,"more than",1,"HISPANIC",0.57,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C713",0,158.98,140.43,"4y college",0,"HISPANIC",0.1,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C713",0,149.62,96.99,"4y college",0,"WHITE",0.73,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C713",1,169.28,151.74,"4y college",0,"WHITE",0.63,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C713",0,128.15,119.37,"less than",1,"WHITE",0.05,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C713",0,161.83,135.92,"4y college",0,"WHITE",0.32,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C713",1,161.97,153.23,"4y college",1,"WHITE",0.69,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C713",1,168.97,152.71,"4y college",0,"WHITE",0.86,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C713",0,128.38,127.19,"less than",1,"WHITE",0.11,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C713",1,168.83,142.61,"more than",0,"WHITE",0.23,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C713",1,172.2,169.53,"4y college",0,"WHITE",1.1,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C713",0,163.32,149.08,"4y college",1,"HISPANIC",0.07,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C713",0,153.07,158.48,"4y college",0,"WHITE",0.81,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C649",1,167.18,150.79,"more than",0,"HISPANIC",0.51,"BELOW POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
